SNo.,date,startup,vertical,subvertical,city,investors,round,amount,year,month,investors_clean
2450,2015-09-23,Silverpush,Cross-device retargeting platform,Unknown,Gurgaon,M&S Partners,Private Equity,10.2,2015,9,"M, S Partners"
2451,2015-09-23,Juggernaut,Digital & Physical Publishing platform,Unknown,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,19.125,2015,9,"William Bissell, Neeraj Aggarwal, Nandan Nilekani"
2452,2015-09-23,Innerchef,Food and Beverages,Unknown,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,14.875,2015,9,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara, Undisclosed Investors"
2453,2015-09-24,Quintype,Data Driven Publishing platform,Unknown,Bangalore,Raghav Bahl,Private Equity,28.05,2015,9,Raghav Bahl
2454,2015-09-24,Capabiliti,Employee OnBoarding & Orientation platform,Unknown,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,3.4,2015,9,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham"
2455,2015-09-24,Fourth Partner Energy,Solar Power Solutions company,Unknown,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,17.0,2015,9,"Infuse Ventures, The Chennai Angels"
2456,2015-09-24,Licious,Online Meat Ordering platform,Unknown,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,8.5,2015,9,"Kanwaljit Singh, Tv Mohandas Pai"
2457,2015-09-25,Travelkhana,online meal-booking platform for train travelers,Unknown,New Delhi,Astarc Ventures & Others,Seed Funding,0.0,2015,9,"Astarc Ventures, Undisclosed Investors"
2458,2015-09-28,Quickli,hyperlocal delivery platform,Unknown,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,0.0,2015,9,"500 Startups, Mato Peric, Undisclosed Investors"
2459,2015-09-28,Ola,Cab Booking app platform,Unknown,Bangalore,Didi Kuaidi,Private Equity,255.0,2015,9,Didi Kuaidi
2460,2015-09-29,Paytm,E-Commerce & M-Commerce platform,Unknown,New Delhi,"Alibaba Group, Ant Financial",Private Equity,5780.0,2015,9,"Alibaba Group, Ant Financial"
2461,2015-09-29,Inmobi,Mobile Advertising platform,Unknown,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,850.0,2015,9,"Tennenbaum Capital Partners, Undisclosed Investors"
2462,2015-09-29,Peppertap,Hyperlocal Grocery Delivery,Unknown,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,306.0,2015,9,"Sequoia Capital, Saif Partners"
2463,2015-09-29,Hugefly,Ecommerce Product recommendation platform,Unknown,Pune,Mayank Singhal and others,Seed Funding,0.0,2015,9,"Mayank Singhal, Undisclosed Investors"
2464,2015-09-29,Brigge,Activity Based Social Network,Unknown,Chennai,The Chennai Angels,Seed Funding,0.0,2015,9,The Chennai Angels
2465,2015-09-29,Zakoopi,Fashion Discovery platform,Unknown,New Delhi,Uniqorn Ventures,Seed Funding,2.975,2015,9,Uniqorn Ventures
2466,2015-09-29,Loancircle,Consumer lending marketplace,Unknown,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,0.0,2015,9,"Zishaan Hayath, Rahul Khanna, Undisclosed Investors"
2467,2015-09-30,Infoworks,Big Data Management Platform,Unknown,Bangalore,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,42.5,2015,9,"Nexus Venture Partners, Knoll Ventures, Undisclosed Investors"
2468,2015-09-30,Reddoorz,Budget Accommodation Platform,Unknown,Noida,Jungle Ventures,Seed Funding,8.5,2015,9,Jungle Ventures
2469,2015-09-30,Firsttouch,Local Mobile OS,Unknown,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,0.0,2015,9,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal"
2470,2015-09-30,Eywa Media,Digital Signal processing platform,Unknown,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,8.5,2015,9,"Ah! Ventures, Viktor Koenig Pe Fund, Mantra Ventures"
2471,2015-08-01,Snapdeal,Ecommerce Marketplace,Unknown,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,4250.0,2015,8,"Alibaba, Foxconn, Softbank"
2472,2015-08-01,Ressy,Restaurant Discount app,Unknown,Pune,Mohandas Pai & others,Seed Funding,3.4,2015,8,"Mohandas Pai, Undisclosed Investors"
2473,2015-08-03,Cuelearn,Tech-enabled learning,Unknown,New Delhi,Alok Mittal,Seed Funding,0.0,2015,8,Alok Mittal
2474,2015-08-03,Connect India,ECommerce Logistics provider,Unknown,New Delhi,Aavishkaar,Private Equity,42.5,2015,8,Aavishkaar
2475,2015-08-03,The Home Salon,on-demand home beauty and wellness portal,Unknown,Mumbai,VentureNursery,Seed Funding,0.0,2015,8,Venturenursery
2476,2015-08-03,Jusride,Self Driven Car rental,Unknown,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,0.0,2015,8,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal"
2477,2015-08-03,Oyo,Budget Hotel accommodation brand,Unknown,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital, Lightspeed India",Private Equity,850.0,2015,8,"Softbank, Greenoaks Capital, Sequoia Capital, Lightspeed India"
2478,2015-08-03,Glowship,Energy & Environment Online Marketplace,Unknown,Bangalore,Infuse Ventures,Seed Funding,0.0,2015,8,Infuse Ventures
2479,2015-08-03,Wizrocket,User Engagment & Analytics platform,Unknown,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,81.6,2015,8,"Sequoia Capital, Accel"
2480,2015-08-04,Pickingo,On-Demand Delivery Logistics,Unknown,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,11.05,2015,8,"Orios Venture Partners, Zishaan Hayath"
2481,2015-08-05,Grex,fund raising platform for startups,Unknown,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,5.525,2015,8,"Kunal Bajaj, Chandru Badrinarayanan"
2482,2015-08-05,Letstransport,Logistics Tech Platform,Unknown,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,11.05,2015,8,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra"
2483,2015-08-05,Zo Rooms,Online budget hotel chain,Unknown,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,255.0,2015,8,"Tiger Global, Orios Venture Partners"
2484,2015-08-05,Doormint,Hyperlocal Handyman services,Unknown,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,25.5,2015,8,"Helion Venture Partners, Kalaari Capital"
2485,2015-08-05,Nightstay,hotel booking app,Unknown,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,4.25,2015,8,"Bedrock Ventures, Rajesh Sawhney, Shailesh Singh"
2486,2015-08-05,Zocalo,Rental Accomodation finder,Unknown,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,0.0,2015,8,"Sachin Bhatia, Rajesh Sawhney"
2487,2015-08-05,Sunday Realty Solutions,Tech Platform for property brokers,Unknown,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,6.6725,2015,8,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan"
2488,2015-08-06,Klozee,Luxury Apparel rental,Unknown,Bangalore,Tracxn Labs,Seed Funding,0.0,2015,8,Tracxn Labs
2489,2015-08-06,Appvigil,App security testing platform,Unknown,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,4.25,2015,8,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, Ripplewave"
2490,2015-08-06,Practo,Doctor Appointment booking app,Unknown,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,765.0,2015,8,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners"
2491,2015-08-06,Loudshout,anonymous bulletin board app,Unknown,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,0.0,2015,8,"Sanjay Sethi, Ravi Jaipuria, Undisclosed Investors"
2492,2015-08-06,Wetravelsolo,Travel community platform,Unknown,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,0.0,2015,8,"Ccube Angels, Frontline Strategy"
2493,2015-08-06,Ketto,Crowd funding platform,Unknown,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,5.95,2015,8,"Chennai Angels, Calcutta Angels, Ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, Letsventure"
2494,2015-08-06,Ezetap,Mobile based PoS solution,Unknown,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,212.5,2015,8,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings"
2495,2015-08-06,Ndtv Ecommerce Venture,Car & Bike ecommerce platform,Unknown,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,0.0,2015,8,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita"
2496,2015-08-07,Carls Jr,Fast food Chain Franchisee,Unknown,Gurgaon,YouWeCan Ventures,Seed Funding,5.355,2015,8,Youwecan Ventures
2497,2015-08-07,Easyrewardz,Loyalty Programs & Reward Points,Unknown,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,4.25,2015,8,"Wealth First, Ashneer Grover, Atul Phadnis"
2498,2015-08-07,Gibss,Energy saving solutions provider,Unknown,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,0.0,2015,8,"Responsability Investments, Infuse Ventures"
2499,2015-08-07,Storemore,Self-Storage Spaces,Unknown,Noida,Bedrock Ventures,Seed Funding,0.0,2015,8,Bedrock Ventures
2500,2015-08-07,Iorderfresh,Grocery retail Mobile app,Unknown,New Delhi,Best Foodworks,Seed Funding,0.0,2015,8,Best Foodworks
2501,2015-08-10,Mytaxiindia,Taxi Rental platform,Unknown,Gurgaon,"Nihon Kotsu,",Private Equity,4.25,2015,8,Nihon Kotsu
2502,2015-08-10,Esadar,E Commerce,Unknown,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,0.68,2015,8,"Neha Vats, Gaurav Vats"
2503,2015-08-10,Actionable Analytics,Machine Learning Platform,Unknown,New Delhi,"B M Gupta, Vinod Singhal",Seed Funding,0.0,2015,8,"B M Gupta, Vinod Singhal"
2504,2015-08-10,Mypoolin,mobile social network,Unknown,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,2.125,2015,8,Qprize From Qualcomm Ventures
2505,2015-08-10,Nearbuy Previously Groupon India,Hyper-Local Ecommerce,Unknown,New Delhi,Sequoia Capital,Private Equity,136.0,2015,8,Sequoia Capital
2506,2015-08-10,Inkmonk,Online printing marketplace,Unknown,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,2.125,2015,8,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others From Letsventure"
2507,2015-08-10,Tonetag,mobile payment software platform,Unknown,Bangalore,Reliance Capital Venture,Private Equity,8.5,2015,8,Reliance Capital Venture
2508,2015-08-10,Grey Orange,Automated Storage & Warehousing Solution,Unknown,Gurgaon,Tiger Global Management,Private Equity,255.0,2015,8,Tiger Global
2509,2015-08-11,Livspace,Home Design & Dcor solutions,Unknown,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,68.0,2015,8,"Helion Ventures, Jungle Ventures, Bessemer Venture Partners"
2510,2015-08-11,Wow Momo,Quick Service Restaurant Chain,Unknown,Kolkata,Indian Angel Network,Seed Funding,13.6,2015,8,Indian Angel Network
2511,2015-08-11,Raincan,Subscription based Online Grocery platform,Unknown,Pune,Ajeet Khurana & Others,Seed Funding,0.85,2015,8,"Ajeet Khurana, Undisclosed Investors"
2512,2015-08-11,Allygrow Technologies,engineering services company,Unknown,Mumbai,Zodius Technology Fund,Private Equity,170.0,2015,8,Zodius Technology Fund
2513,2015-08-11,Infogain,Business and IT consulting,Unknown,New Delhi,ChrysCapital,Private Equity,535.5,2015,8,Chryscapital
2514,2015-08-12,Oneassist,Credit Card Fraud protection solutions,Unknown,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,63.75,2015,8,"Sequoia Capital, Lightspeed Ventures"
2515,2015-08-12,Bigbasket,Online & mobile Grocery store,Unknown,Bangalore,Bessemer Venture Partners,Private Equity,425.0,2015,8,Bessemer Venture Partners
2516,2015-08-12,Sheroes,Career Community for Women,Unknown,Noida,"Quintillion Media, 500 Startups",Seed Funding,6.545,2015,8,"Quintillion Media, 500 Startups"
2517,2015-08-12,Scripbox,Mutual Fund Investing platform,Unknown,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,21.25,2015,8,"Accel, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma"
2518,2015-08-13,Etaout,Ecommerce Marketing Software Platform,Unknown,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham & Group of other Angel investors",Seed Funding,4.25,2015,8,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham, Group Of Other Angel Investors"
2519,2015-08-13,Ifmr Holdings,Financial Inclusion platform,Unknown,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,212.5,2015,8,"Accion, Leapfrog Investments, Lok Capital"
2520,2015-08-13,Massblurb,Digital Marketing automation solution,Unknown,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,0.0,2015,8,"Letsventure, Mumbai Angels"
2521,2015-08-13,Agrostar,Mobile Commerce for Farmers,Unknown,Pune,IDG Ventures,Private Equity,34.0,2015,8,Idg Ventures
2522,2015-08-14,Voxweb,Picture based Social App,Unknown,Mumbai,Jitendra Gupta & others,Seed Funding,0.85,2015,8,"Jitendra Gupta, Undisclosed Investors"
2523,2015-08-14,Trukky,Logistics service platform,Unknown,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,2.0825,2015,8,"Gujarat Based Angel Investors, Mmy Co-Founder"
2524,2015-08-14,Vanity Cube,On-Demand Beauty Services,Unknown,New Delhi,Group of angel investors,Seed Funding,0.0,2015,8,Group Of Angel Investors
2525,2015-08-17,Edu4Share,Exam Preparation Platform,Unknown,New Delhi,Nalin Jain & other angel investors,Seed Funding,1.87,2015,8,"Nalin Jain, Other Angel Investors"
2526,2015-08-17,Yourstory,Startup Focused Online Publisher,Unknown,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,0.0,2015,8,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay"
2527,2015-08-17,Sampurnearth,Waste Management Solutions,Unknown,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,1.36,2015,8,"Intellecap Impact Investment Network, Family Office Fund"
2528,2015-08-17,Orobind,App based Fitness coaching,Unknown,Bangalore,Existing & New Investors,Private Equity,0.0,2015,8,"Existing, New Investors"
2529,2015-08-17,Fixy,On demand cleaning & fixing services,Unknown,Mumbai,VentureNursery,Seed Funding,0.0,2015,8,Venturenursery
2530,2015-08-17,Msm Box,Beauty & Lifestyle platform,Unknown,New Delhi,Rohit Goel,Seed Funding,0.0,2015,8,Rohit Goel
2531,2015-08-17,Shadowfax,on-demand delivery service,Unknown,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,2.635,2015,8,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik"
2532,2015-08-17,Gadgets 360,Car & Bike ecommerce platform,Unknown,New Delhi,One97 Communications,Private Equity,0.0,2015,8,One97 Communications
2533,2015-08-18,Roposo,Fashion Discovery platform,Unknown,Gurgaon,Tiger Global,Private Equity,127.5,2015,8,Tiger Global
2534,2015-08-18,Intelligencenode,Data Analytics Platform,Unknown,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,35.7,2015,8,"New Enterprise Associates, Orios Venture Partners"
2535,2015-08-18,Hyperverge,Deep Learning Cloud Algorithms,Unknown,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,8.5,2015,8,"NEA, Milliways Ventures, Naya Ventures"
2536,2015-08-18,Twyst,Location based engagement & rewards platform,Unknown,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,0.0,2015,8,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal"
2537,2015-08-18,Idfy,Online Identity Verification Services platform,Unknown,Mumbai,"NEA, Blume Ventures & others",Private Equity,0.0,2015,8,"NEA, Blume Ventures, Undisclosed Investors"
2538,2015-08-18,Zoojoobe,Corporate Wellness App,Unknown,Bangalore,RoundGlass Partners,Private Equity,8.5,2015,8,Roundglass Partners
2539,2015-08-19,Fashionove,Fashion Search & Review Platform,Unknown,Kolkata,Umesh Yadav,Seed Funding,0.0,2015,8,Umesh Yadav
2540,2015-08-19,Timesaverz,"Hyperlocal Maintenance, Repair & Cleaning services",Unknown,Mumbai,Unilazer Ventures,Private Equity,20.4,2015,8,Unilazer Ventures
2541,2015-08-19,Envoged,pre-owned Luxury online apparel seller,Unknown,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,0.0,2015,8,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar"
2542,2015-08-19,Mebelkart,Online Furniture Marketplace,Unknown,Bangalore,AskMe,Private Equity,170.0,2015,8,Askme
2543,2015-08-20,Labsadvisor,Online Diagnostic Tests Marketplace,Unknown,New Delhi,Group of Angel Investors,Seed Funding,1.326,2015,8,Group Of Angel Investors
2544,2015-08-20,Flatpebble,Online marketplace for Photographers,Unknown,Hyderabad,Indian Angel Network,Seed Funding,5.1,2015,8,Indian Angel Network
2545,2015-08-20,Bluegape,Visual Blogging platform,Unknown,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,5.1,2015,8,"Ah! Ventures, Times Internet, Rudy Gopalakrishnan"
2546,2015-08-21,Epoise,Job Search Platform,Unknown,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,4.25,2015,8,"Orios Venture Partners, Amit Ranjan, Undisclosed Investors"
2547,2015-08-24,Jolly Food Fellow,Food Customer analytics platform,Unknown,Ahmedabad,The 1947,Seed Funding,2.55,2015,8,The 1947
2548,2015-08-24,Bookmein,Professional Service Appointment booking service,Unknown,Mumbai,Ajmera Group of Companies,Seed Funding,3.4,2015,8,Ajmera Group Of Companies
2549,2015-08-24,Izofy,Scientific Horoscope Online Assistance platform,Unknown,Kolkata,Prime Capital Markets Ltd,Seed Funding,0.0,2015,8,Prime Capital Markets Ltd
2550,2015-08-24,Rbus,Tech enabled AC bus service,Unknown,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,0.0,2015,8,"India Quotient, Anupam Mittal, Undisclosed Investors"
2551,2015-08-25,Qyk,On-Demand App based Professional service provider,Unknown,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,8.5,2015,8,"Growx Ventures, Tracxn Labs, Powai Lake Ventures, Sahil Barua"
2552,2015-08-25,Eazydiner,Restaurant Reservation Platform,Unknown,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,25.5,2015,8,"Dsg Consumer Partners, Saama Capital"
2553,2015-08-25,Revx,Cross-channel CRM platform,Unknown,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,34.0,2015,8,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital"
2554,2015-08-25,Icustommadeit,Professional Custom creators Marketplace,Unknown,Pune,Group of Angel Investors,Seed Funding,2.125,2015,8,Group Of Angel Investors
2555,2015-08-26,Pickmylaundry,on-Demand Washing & Dry-Cleaning,Unknown,New Delhi,GHV Accelerator,Seed Funding,0.85,2015,8,Ghv Accelerator
2556,2015-08-26,Belita,On-Demand Beauty Service,Unknown,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,3.4,2015,8,"India Quotient, Letsventure Investors, Lead Angels"
2557,2015-08-26,Ezysolare,solar products and services marketplace,Unknown,Ahmedabad,Infuse Ventures,Seed Funding,0.0,2015,8,Infuse Ventures
2558,2015-08-26,Foodtalkindia,Online Food Community Platform,Unknown,Gurgaon,Undisclosed Investor,Seed Funding,4.25,2015,8,Undisclosed Investors
2559,2015-08-27,Instasafe,Private Cloud Networks SAAS platform,Unknown,Bangalore,Group of Investors,Seed Funding,0.0,2015,8,Group Of Angel Investors
2560,2015-08-27,Eazy Coach,Education Marketplace,Unknown,Kolkata,Ravi Agarwal,Seed Funding,0.0,2015,8,Ravi Agarwal
2561,2015-08-27,Djubo,Cloud Based Hotel Sales Platform,Unknown,New Delhi,Ibibo Group,Private Equity,0.0,2015,8,Ibibo Group
2562,2015-08-28,Betterbutter,online recipe sharing platform,Unknown,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,0.0,2015,8,"Growx Ventures, Manish Singhal"
2563,2015-08-28,Vyomo,Beauty & Lifestyle Mobile Marketplace,Unknown,Bangalore,Rocket Internet,Private Equity,17.0,2015,8,Rocket Internet
2564,2015-08-28,Rollmafia,QSR Restaurant Chain,Unknown,Pune,Equentia Natural Resources,Seed Funding,1.36,2015,8,Equentia Natural Resources
2565,2015-08-29,Iamwire,Digital Media publishing platform,Unknown,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,0.0,2015,8,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal"
2566,2015-08-31,Dropkaffe,Online Coffee Delivery platform,Unknown,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,2.55,2015,8,"Manish Singhal, P39 Capital, Undisclosed Investors"
2567,2015-08-31,Reverie,Language Localization Cloud platform,Unknown,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,34.0,2015,8,"Aspada Investment Advisors, Qualcomm Ventures"
2568,2015-08-31,Infinite Analytics,Big Data & predictive Analysis Platform,Unknown,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,0.0,2015,8,"Ratan Tata, Nikhil Vora, Undisclosed Investors"
2569,2015-07-01,Parcelled,Online Logistics Platform,Unknown,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,0.0,2015,7,"Delhivery, Tracxn Labs"
2570,2015-07-01,Retigence Technologies,Business IT Intelligence Services,Unknown,Mumbai,Omnivore Partners,Private Equity,0.0,2015,7,Omnivore Partners
2571,2015-07-01,Cloudcherry Analytics,CRM / Analytics platform,Unknown,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,8.5,2015,7,"The Chennai Angels, Idg Ventures India"
2572,2015-07-01,Handyhome,Hyperlocal Electronics repair Service,Unknown,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,5.355,2015,7,"Bessemer Ventures, Kae Capital"
2573,2015-07-01,Idreamcareer,Ed-Tech Platform,Unknown,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,0.0,2015,7,"Ah! Ventures, Vivek Joshi, Mohit Satyanand, Undisclosed Investors"
2574,2015-07-01,Ola,Cab rental Mobile app,Unknown,Bangalore,Ratan Tata,Private Equity,0.0,2015,7,Ratan Tata
2575,2015-07-01,Nxtgen,IT infrastructure & Data Center services,Unknown,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,114.75,2015,7,"IFC, Axon Partners, Intel Capital"
2576,2015-07-02,Bankbazaar,Online Financial Services,Unknown,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,510.0,2015,7,"Amazon, Fidelity Growth Partners, Mousse Partners"
2577,2015-07-02,Gozoomo,Used Car Marketplace,Unknown,Bangalore,SAIF Partners,Private Equity,42.5,2015,7,Saif Partners
2578,2015-07-02,Zenatix,Internet of Things platform,Unknown,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,1.3685,2015,7,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna"
2579,2015-07-03,Culturealley,Language Learning App,Unknown,Jaipur,Tiger Global,Private Equity,55.25,2015,7,Tiger Global
2580,2015-07-03,Goqii,Mobile Fitness Marketplace,Unknown,Mumbai,Vijay Shekhar Sharma,Private Equity,0.0,2015,7,Vijay Shekhar Sharma
2581,2015-07-03,Gingercrush,Custom Merchandize platform,Unknown,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,8.5,2015,7,"Gokul Jaykrishna, Brand Capital"
2582,2015-07-04,Elanic,P2P Pre-owned goods marketplace,Unknown,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,0.0,2015,7,"Rebright Partners, Tracxn Labs, Aneesh Reddy"
2583,2015-07-04,Stitchwood,Custom Furniture Marketplace,Unknown,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,3.3575,2015,7,"Powai Lake Ventures, Ajeet Khurana, Undisclosed Investors"
2584,2015-07-05,Urban Tailor,Online Tailoring Services,Unknown,Bangalore,Group of angel investors,Seed Funding,0.0,2015,7,Group Of Angel Investors
2585,2015-07-06,Confirmttkt,Rail Ticket Confirmation predictor,Unknown,Bangalore,Pravin Agarwala & others,Seed Funding,0.0,2015,7,"Pravin Agarwala, Undisclosed Investors"
2586,2015-07-06,Paper Boat,Ethnic Beverages manufacturer,Unknown,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,255.0,2015,7,"Sofina, Hillhouse Capital"
2587,2015-07-06,Getnow,Hyperlocal Goods marketplace,Unknown,Nagpur,Atulya Mittal,Seed Funding,0.0,2015,7,Atulya Mittal
2588,2015-07-07,Wudstay,Budget Accommodation aggregator,Unknown,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,25.5,2015,7,"Mangroves Capital Partners, Vikas Saxena"
2589,2015-07-07,Liases Foras,Real Estate Rating & Analysis,Unknown,New Delhi,DMG information Asia Pacific,Private Equity,42.5,2015,7,Dmg Information Asia Pacific
2590,2015-07-07,Eatlo,Food Delivery platform,Unknown,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,0.0,2015,7,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal"
2591,2015-07-07,Indialends,Financial Tech,Unknown,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,0.0,2015,7,"Dsg Consumer Partners, Siddharth Parekh"
2592,2015-07-08,Quinto,Food Discovery App,Unknown,Pune,Jaydeep Barman,Seed Funding,0.0,2015,7,Jaydeep Barman
